cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,site_position_time,mono_drive_rate,location,site_depth,hub_height
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,2968.3846338505546,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Position Onsite,5.0,52083.33333333333,ACTION,2973.3846338505546,TurbineInstallation,,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,2973.701300517221,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,2976.701300517221,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.38,3958.333333333333,ACTION,2977.0813005172213,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,2983.0813005172213,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,2986.0813005172213,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.76,7916.666666666666,ACTION,2986.8413005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,2992.8413005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,2995.8413005172215,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.14,11874.999999999998,ACTION,2996.9813005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3002.9813005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3005.9813005172214,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.52,15833.333333333332,ACTION,3007.5013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3013.5013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Delay,20.0,208333.3333333333,ACTION,3033.5013005172214,TurbineInstallation,,,,,,
,WTIV,Release Nacelle,3.0,31250.0,ACTION,3036.5013005172214,TurbineInstallation,,,,,,
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3037.5013005172214,TurbineInstallation,,,,,,
,WTIV,Lift Nacelle,1.5,15625.0,ACTION,3039.0013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Delay,12.0,125000.0,ACTION,3051.0013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Nacelle,6.0,62500.0,ACTION,3057.0013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3058.0013005172214,TurbineInstallation,,,,,,
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3059.0013005172214,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3060.5013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3064.0013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3065.0013005172214,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3066.5013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3070.0013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3071.0013005172214,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3072.5013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3076.0013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,3076.317967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Position Onsite,5.0,52083.33333333333,ACTION,3081.317967183888,TurbineInstallation,,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,3081.6346338505546,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3084.6346338505546,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.38,3958.333333333333,ACTION,3085.0146338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3091.0146338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3094.0146338505547,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.76,7916.666666666666,ACTION,3094.774633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3100.774633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3103.774633850555,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.14,11874.999999999998,ACTION,3104.9146338505548,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3110.9146338505548,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3113.9146338505548,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.52,15833.333333333332,ACTION,3115.4346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3121.4346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Nacelle,3.0,31250.0,ACTION,3124.4346338505547,TurbineInstallation,,,,,,
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3125.4346338505547,TurbineInstallation,,,,,,
,WTIV,Lift Nacelle,1.5,15625.0,ACTION,3126.9346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Nacelle,6.0,62500.0,ACTION,3132.9346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3133.9346338505547,TurbineInstallation,,,,,,
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3134.9346338505547,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3136.4346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3139.9346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3140.9346338505547,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3142.4346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3145.9346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3146.9346338505547,TurbineInstallation,,,,,,
,Feeder 0,ActiveFeeder,259.8000000000002,1299000.000000001,ACTION,3146.9346338505547,TurbineInstallation,,,,Site,,
,Feeder 1,Queue,179.8118451785117,899059.2258925585,ACTION,3146.9346338505547,TurbineInstallation,,,,Site,,
,Feeder 0,Jackdown,0.0008341675008341675,4.170837504170837,ACTION,3146.935468018056,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3148.4346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,3150.178711261299,TurbineInstallation,,,,,,
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3151.9346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,3152.2513005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3154.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Position Onsite,5.0,52083.33333333333,ACTION,3157.2513005172214,TurbineInstallation,,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,3157.567967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3158.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3160.567967183888,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.38,3958.333333333333,ACTION,3160.947967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3162.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3166.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3166.947967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3169.947967183888,TurbineInstallation,,,,,,
,Feeder 0,Fasten Nacelle,4.0,20000.0,ACTION,3170.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Lift Tower Section,0.76,7916.666666666666,ACTION,3170.7079671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3171.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3173.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3174.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3176.7079671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3178.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3179.7079671838883,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.14,11874.999999999998,ACTION,3180.847967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3182.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3186.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3186.847967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3189.847967183888,TurbineInstallation,,,,,,
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3190.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Lift Tower Section,1.52,15833.333333333332,ACTION,3191.367967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Nacelle,4.0,20000.0,ACTION,3194.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3196.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3197.367967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3197.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3199.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Nacelle,3.0,31250.0,ACTION,3200.367967183888,TurbineInstallation,,,,,,
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3201.367967183888,TurbineInstallation,,,,,,
,WTIV,Lift Nacelle,1.5,15625.0,ACTION,3202.867967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3203.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3207.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Nacelle,6.0,62500.0,ACTION,3208.867967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3209.867967183888,TurbineInstallation,,,,,,
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3210.867967183888,TurbineInstallation,,,,,,
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3211.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3212.367967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Tower Section,4.0,20000.0,ACTION,3215.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3215.867967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3216.867967183888,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3218.367967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Nacelle,4.0,20000.0,ACTION,3219.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3220.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3221.867967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3222.178711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3222.867967183888,TurbineInstallation,,,,,,
,Feeder 0,Fasten Blade,1.5,7500.0,ACTION,3223.678711261299,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3224.367967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,3226.9219545045426,TurbineInstallation,,,,,,
,Feeder 0,Jackup,0.0008341675008341675,4.170837504170837,ACTION,3226.922788672043,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3227.867967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,3228.1846338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Position Onsite,5.0,52083.33333333333,ACTION,3233.1846338505547,TurbineInstallation,,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,3233.5013005172214,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3236.5013005172214,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.38,3958.333333333333,ACTION,3236.8813005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3242.8813005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3245.8813005172215,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.76,7916.666666666666,ACTION,3246.6413005172217,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3252.6413005172217,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3255.6413005172217,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.14,11874.999999999998,ACTION,3256.7813005172216,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3262.7813005172216,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3265.7813005172216,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.52,15833.333333333332,ACTION,3267.3013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3273.3013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Nacelle,3.0,31250.0,ACTION,3276.3013005172215,TurbineInstallation,,,,,,
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3277.3013005172215,TurbineInstallation,,,,,,
,WTIV,Lift Nacelle,1.5,15625.0,ACTION,3278.8013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Nacelle,6.0,62500.0,ACTION,3284.8013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3285.8013005172215,TurbineInstallation,,,,,,
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3286.8013005172215,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3288.3013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3291.8013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3292.8013005172215,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3294.3013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3297.8013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3298.8013005172215,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3300.3013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3303.8013005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,3304.117967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Position Onsite,5.0,52083.33333333333,ACTION,3309.117967183888,TurbineInstallation,,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,3309.4346338505547,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3312.4346338505547,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.38,3958.333333333333,ACTION,3312.814633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3318.814633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3321.814633850555,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.76,7916.666666666666,ACTION,3322.574633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3328.574633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3331.574633850555,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.14,11874.999999999998,ACTION,3332.714633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Delay,19.0,197916.66666666666,ACTION,3351.714633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3357.714633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3360.714633850555,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.52,15833.333333333332,ACTION,3362.234633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3368.234633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Nacelle,3.0,31250.0,ACTION,3371.234633850555,TurbineInstallation,,,,,,
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3372.234633850555,TurbineInstallation,,,,,,
,WTIV,Lift Nacelle,1.5,15625.0,ACTION,3373.734633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Nacelle,6.0,62500.0,ACTION,3379.734633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Reequip,1.0,10416.666666666666,ACTION,3380.734633850555,TurbineInstallation,,,,,,
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3381.734633850555,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3383.234633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3386.734633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3387.734633850555,TurbineInstallation,,,,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3389.234633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3392.734633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Blade,1.0,10416.666666666666,ACTION,3393.734633850555,TurbineInstallation,,,,,,
,Feeder 1,ActiveFeeder,246.80000000000018,1234000.000000001,ACTION,3393.734633850555,TurbineInstallation,,,,Site,,
,Feeder 0,Queue,166.8118451785117,834059.2258925585,ACTION,3393.734633850555,TurbineInstallation,,,,Site,,
,Feeder 1,Jackdown,0.0008341675008341675,4.170837504170837,ACTION,3393.735468018056,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Lift Blade,1.5,15625.0,ACTION,3395.234633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,3396.9787112612994,TurbineInstallation,,,,,,
,WTIV,Attach Blade,3.5,36458.33333333333,ACTION,3398.734633850555,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,3399.0513005172215,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3400.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Position Onsite,5.0,52083.33333333333,ACTION,3404.0513005172215,TurbineInstallation,,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,3404.367967183888,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3404.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3407.367967183888,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.38,3958.333333333333,ACTION,3407.7479671838882,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3408.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3412.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3413.7479671838882,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3416.7479671838882,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,0.76,7916.666666666666,ACTION,3417.5079671838885,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3423.5079671838885,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Delay,13.0,65000.0,ACTION,3425.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3426.5079671838885,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.14,11874.999999999998,ACTION,3427.6479671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Nacelle,4.0,20000.0,ACTION,3429.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 1,Fasten Blade,1.5,7500.0,ACTION,3431.4787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 1,Fasten Blade,1.5,7500.0,ACTION,3432.9787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 1,Fasten Blade,1.5,7500.0,ACTION,3434.4787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Delay,7.0,72916.66666666666,ACTION,3434.6479671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3438.4787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3440.6479671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3442.4787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Release Tower Section,3.0,31250.0,ACTION,3443.6479671838883,TurbineInstallation,,,,,,
,WTIV,Lift Tower Section,1.52,15833.333333333332,ACTION,3445.1679671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3446.4787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,Feeder 1,Fasten Tower Section,4.0,20000.0,ACTION,3450.4787112612994,TurbineInstallation,TurbineInstallation,5.0,2.0,,,
,WTIV,Attach Tower Section,6.0,62500.0,ACTION,3451.1679671838883,TurbineInstallation,TurbineInstallation,5.0,2.0,,22.5,150.0
