cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,per_trip,phase_name,site_position_time,mono_drive_rate,tower_section_fasten_time,tower_section_release_time,tower_section_attach_time,nacelle_fasten_time,nacelle_release_time,nacelle_attach_time,blade_fasten_time,blade_release_time,blade_attach_time,location
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,248.80289211190436,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,288.8028921119044,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,294.21955877857107,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,295.21955877857107,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,298.21955877857107,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,298.9426243138989,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,298.94587431389886,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,299.94587431389886,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,314.94587431389886,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,316.94587431389886,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,317.94587431389886,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,318.94587431389886,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,322.94587431389886,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,328.36254098056554,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,368.36254098056554,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,373.7792076472322,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,374.7792076472322,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,377.7792076472322,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,378.50227318256003,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,378.50552318256,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,379.50552318256,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,394.50552318256,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,396.50552318256,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,397.50552318256,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,398.50552318256,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,402.50552318256,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,407.9221898492267,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Delay,46.0,479166.6666666666,ACTION,453.9221898492267,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,493.9221898492267,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,499.3388565158934,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,500.3388565158934,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,503.3388565158934,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,504.0619220512212,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,504.06517205122117,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,505.06517205122117,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,520.0651720512212,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,522.0651720512212,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,523.0651720512212,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,524.0651720512212,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,528.0651720512212,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,533.4818387178879,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Transit,43.24324324324324,450450.4504504504,ACTION,576.7250819611311,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,588.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,596.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,608.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,616.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,628.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,636.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,648.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,656.7250819611311,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Transit,43.24324324324324,450450.4504504504,ACTION,699.9683252043743,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,739.9683252043743,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,745.3849918710409,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,746.3849918710409,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,749.3849918710409,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,750.1080574063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,750.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,751.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Delay,15.0,156250.0,ACTION,766.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,781.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,783.1113074063687,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,784.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,785.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,789.1113074063687,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,794.5279740730354,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,834.5279740730354,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,839.944640739702,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,840.944640739702,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,843.944640739702,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,844.6677062750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,844.6709562750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,845.6709562750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,860.6709562750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,862.6709562750298,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,863.6709562750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,864.6709562750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,868.6709562750298,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,874.0876229416964,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Delay,11.0,114583.33333333333,ACTION,885.0876229416964,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,925.0876229416964,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,930.504289608363,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,931.504289608363,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,934.504289608363,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,935.2273551436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,935.2306051436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,936.2306051436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,951.2306051436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,953.2306051436908,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,954.2306051436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,955.2306051436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,959.2306051436908,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,964.6472718103574,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Position Onsite,40.0,416666.6666666666,ACTION,1004.6472718103574,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Jackup,5.416666666666667,56423.61111111111,ACTION,1010.0639384770241,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,1011.0639384770241,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,1014.0639384770241,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,1014.7870040123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,1014.7902540123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1015.7902540123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Drive Monopile,15.0,156250.0,ACTION,1030.7902540123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,1032.7902540123519,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1033.7902540123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,1034.7902540123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,1038.7902540123519,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Jackdown,5.416666666666667,56423.61111111111,ACTION,1044.2069206790186,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Transit,43.24324324324324,450450.4504504504,ACTION,1087.450163922262,MonopileInstallation,,,,,,,,,,,,,,,,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,1099.450163922262,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,1107.450163922262,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,1119.450163922262,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Transition Piece,8.0,83333.33333333333,ACTION,1127.450163922262,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
,WTIV,Fasten Monopile,12.0,125000.0,ACTION,1139.450163922262,MonopileInstallation,22.5,150.0,4.0,MonopileInstallation,40.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.75,0.5,1.5,
