cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,per_trip,phase_name,location
,WTIV,Drive Monopile,1.5,15625.0,ACTION,615.4306051436909,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,617.4306051436909,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,618.4306051436909,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,619.4306051436909,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,623.4306051436909,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,623.7472718103576,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,625.7472718103576,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,626.0639384770243,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,627.0639384770243,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Monopile,3.0,31250.0,ACTION,630.0639384770243,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,630.7870040123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,630.7902540123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,631.7902540123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,633.2902540123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,635.2902540123521,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,636.2902540123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,637.2902540123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,641.2902540123521,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,641.6069206790188,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,643.6069206790188,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,643.9235873456855,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,644.9235873456855,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Monopile,3.0,31250.0,ACTION,647.9235873456855,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,648.6466528810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,648.6499028810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,649.6499028810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,651.1499028810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,653.1499028810133,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,654.1499028810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,655.1499028810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,659.1499028810133,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,659.46656954768,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,661.46656954768,MonopileInstallation,,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,661.7832362143467,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,662.7832362143467,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Monopile,3.0,31250.0,ACTION,665.7832362143467,MonopileInstallation,,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,666.5063017496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,666.5095517496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,667.5095517496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,669.0095517496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,671.0095517496745,MonopileInstallation,,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,672.0095517496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,673.0095517496745,MonopileInstallation,22.5,150.0,6.0,MonopileInstallation,
