cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,hub_height
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,1294.4306051436906,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,1296.4306051436906,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,1296.7472718103572,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,1297.7472718103572,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,1300.7472718103572,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,1301.470337345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,1301.473587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1302.473587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,1303.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,1305.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,1305.973587345685,MonopileInstallation,,,,
,Feeder 0,ActiveFeeder,146.12192880797738,730609.6440398869,ACTION,1305.973587345685,MonopileInstallation,,Site,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1306.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Jackdown,1.6666666666666667,8333.333333333334,ACTION,1307.6402540123518,MonopileInstallation,MonopileInstallation,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,1307.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,1310.883497255595,MonopileInstallation,,,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,1311.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,1312.2902540123516,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,1313.9417486277976,MonopileInstallation,MonopileInstallation,,,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,1325.9417486277976,MonopileInstallation,MonopileInstallation,,,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,1333.9417486277976,MonopileInstallation,MonopileInstallation,,,
,Feeder 0,Queue,23.05825137220245,115291.25686101224,ACTION,1333.9417486277976,MonopileInstallation,,,,
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,1337.184991871041,MonopileInstallation,,,,
,Feeder 1,Jackup,1.6666666666666667,8333.333333333334,ACTION,1338.8516585377076,MonopileInstallation,MonopileInstallation,,,
,WTIV,Delay: Not enough vessels for monopiles,26.56140452535601,276681.2971391251,ACTION,1338.8516585377076,MonopileInstallation,,Site,,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,1340.8516585377076,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,1341.1683252043742,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,1342.1683252043742,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,1345.1683252043742,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,1345.891390739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,1345.894640739702,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,1345.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1346.894640739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Delay,4.0,41666.666666666664,ACTION,1350.894640739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,1352.394640739702,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,1353.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,1354.394640739702,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1355.394640739702,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Delay,5.0,25000.0,ACTION,1358.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Delay,4.0,41666.666666666664,ACTION,1359.394640739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,1360.394640739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,1364.394640739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,1364.7113074063686,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,1366.7113074063686,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,1367.0279740730352,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,1368.0279740730352,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,1370.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Monopile,3.0,31250.0,ACTION,1371.0279740730352,MonopileInstallation,,,,
,WTIV,Delay,3.0,31250.0,ACTION,1374.0279740730352,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,1374.751039608363,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,1374.754289608363,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1375.754289608363,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,1377.254289608363,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,1378.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,1379.254289608363,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1380.254289608363,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,1381.254289608363,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,1385.254289608363,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,1385.5709562750296,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,1387.5709562750296,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,1387.8876229416962,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,1388.8876229416962,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,1391.8876229416962,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,1392.610688477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,1392.613938477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1393.613938477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,1395.113938477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,1397.113938477024,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1398.113938477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,1399.113938477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,1403.113938477024,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,1403.4306051436906,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,1405.4306051436906,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,1405.7472718103572,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,1406.7472718103572,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,1409.7472718103572,MonopileInstallation,,,,
,WTIV,Delay,70.0,729166.6666666666,ACTION,1479.7472718103572,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,1480.470337345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,1480.473587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1481.473587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,1482.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,1484.973587345685,MonopileInstallation,,,,
,Feeder 1,ActiveFeeder,146.12192880797738,730609.6440398869,ACTION,1484.973587345685,MonopileInstallation,,Site,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,1485.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Jackdown,1.6666666666666667,8333.333333333334,ACTION,1486.6402540123518,MonopileInstallation,MonopileInstallation,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,1486.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,1489.883497255595,MonopileInstallation,,,,
,WTIV,Delay,6.0,62500.0,ACTION,1492.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,1496.973587345685,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,1497.2902540123516,MonopileInstallation,MonopileInstallation,,22.5,
1.0,WTIV,Mobilize,168.0,2800000.0,ACTION,1497.2902540123516,TurbineInstallation,,,,
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1501.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1505.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1509.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1513.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,1517.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1518.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1520.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1521.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1525.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1529.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1533.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1537.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,1541.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1543.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1544.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1546.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1550.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1554.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1558.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1562.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,1566.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1567.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1569.2902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1570.7902540123516,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Transit,3.2432432432432434,54054.05405405406,ACTION,1574.033497255595,TurbineInstallation,,,,
,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1576.033497255595,TurbineInstallation,,,,
,WTIV,Jackup,0.31666666666666665,5277.777777777778,ACTION,1576.3501639222616,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1579.3501639222616,TurbineInstallation,,,,
,WTIV,Delay,36.0,600000.0,ACTION,1615.3501639222616,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Lift Tower Section,0.38,6333.333333333334,ACTION,1615.7301639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1621.7301639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1624.7301639222615,TurbineInstallation,,,,
,WTIV,Lift Tower Section,0.76,12666.666666666668,ACTION,1625.4901639222614,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Delay,38.0,633333.3333333334,ACTION,1663.4901639222614,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1669.4901639222614,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1672.4901639222614,TurbineInstallation,,,,
,WTIV,Lift Tower Section,1.14,19000.0,ACTION,1673.6301639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1679.6301639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1682.6301639222615,TurbineInstallation,,,,
,WTIV,Lift Tower Section,1.52,25333.333333333336,ACTION,1684.1501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1690.1501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Nacelle,3.0,50000.0,ACTION,1693.1501639222615,TurbineInstallation,,,,
,WTIV,Reequip,1.0,16666.666666666668,ACTION,1694.1501639222615,TurbineInstallation,,,,
,WTIV,Lift Nacelle,1.5,25000.0,ACTION,1695.6501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Nacelle,6.0,100000.0,ACTION,1701.6501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Reequip,1.0,16666.666666666668,ACTION,1702.6501639222615,TurbineInstallation,,,,
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1703.6501639222615,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1705.1501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1708.6501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1709.6501639222615,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1711.1501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1714.6501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1715.6501639222615,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1717.1501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1720.6501639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,5277.777777777778,ACTION,1720.9668305889281,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1722.9668305889281,TurbineInstallation,,,,
,WTIV,Jackup,0.31666666666666665,5277.777777777778,ACTION,1723.2834972555947,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1726.2834972555947,TurbineInstallation,,,,
,WTIV,Lift Tower Section,0.38,6333.333333333334,ACTION,1726.6634972555948,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1732.6634972555948,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1735.6634972555948,TurbineInstallation,,,,
,WTIV,Lift Tower Section,0.76,12666.666666666668,ACTION,1736.4234972555948,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1742.4234972555948,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1745.4234972555948,TurbineInstallation,,,,
,WTIV,Lift Tower Section,1.14,19000.0,ACTION,1746.563497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Delay,39.0,650000.0,ACTION,1785.563497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1791.563497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1794.563497255595,TurbineInstallation,,,,
,WTIV,Lift Tower Section,1.52,25333.333333333336,ACTION,1796.083497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1802.083497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Nacelle,3.0,50000.0,ACTION,1805.083497255595,TurbineInstallation,,,,
,WTIV,Reequip,1.0,16666.666666666668,ACTION,1806.083497255595,TurbineInstallation,,,,
,WTIV,Lift Nacelle,1.5,25000.0,ACTION,1807.583497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Nacelle,6.0,100000.0,ACTION,1813.583497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Reequip,1.0,16666.666666666668,ACTION,1814.583497255595,TurbineInstallation,,,,
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1815.583497255595,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1817.083497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1820.583497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1821.583497255595,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1823.083497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1826.583497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1827.583497255595,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1829.083497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1832.583497255595,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,5277.777777777778,ACTION,1832.9001639222615,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1834.9001639222615,TurbineInstallation,,,,
,WTIV,Jackup,0.31666666666666665,5277.777777777778,ACTION,1835.2168305889281,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1838.2168305889281,TurbineInstallation,,,,
,WTIV,Lift Tower Section,0.38,6333.333333333334,ACTION,1838.5968305889282,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1844.5968305889282,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1847.5968305889282,TurbineInstallation,,,,
,WTIV,Lift Tower Section,0.76,12666.666666666668,ACTION,1848.356830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1854.356830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1857.356830588928,TurbineInstallation,,,,
,WTIV,Lift Tower Section,1.14,19000.0,ACTION,1858.496830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1864.496830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Tower Section,3.0,50000.0,ACTION,1867.496830588928,TurbineInstallation,,,,
,WTIV,Lift Tower Section,1.52,25333.333333333336,ACTION,1869.016830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Tower Section,6.0,100000.0,ACTION,1875.016830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Nacelle,3.0,50000.0,ACTION,1878.016830588928,TurbineInstallation,,,,
,WTIV,Reequip,1.0,16666.666666666668,ACTION,1879.016830588928,TurbineInstallation,,,,
,WTIV,Lift Nacelle,1.5,25000.0,ACTION,1880.516830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Nacelle,6.0,100000.0,ACTION,1886.516830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Reequip,1.0,16666.666666666668,ACTION,1887.516830588928,TurbineInstallation,,,,
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1888.516830588928,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1890.016830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1893.516830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1894.516830588928,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1896.016830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1899.516830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Release Blade,1.0,16666.666666666668,ACTION,1900.516830588928,TurbineInstallation,,,,
,WTIV,Lift Blade,1.5,25000.0,ACTION,1902.016830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Attach Blade,3.5,58333.333333333336,ACTION,1905.516830588928,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Jackdown,0.31666666666666665,5277.777777777778,ACTION,1905.8334972555947,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Transit,3.2432432432432434,54054.05405405406,ACTION,1909.076740498838,TurbineInstallation,,,,
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1913.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1917.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1921.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1925.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,1929.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1930.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1932.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1933.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1937.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1941.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1945.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1949.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Nacelle,4.0,66666.66666666667,ACTION,1953.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1955.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1956.576740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Blade,1.5,25000.0,ACTION,1958.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1962.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1966.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1970.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
,WTIV,Fasten Tower Section,4.0,66666.66666666667,ACTION,1974.076740498838,TurbineInstallation,TurbineInstallation,,22.5,150.0
